partij,age,gender,geo,percentage geslacht/leeftijd,percentage regio,percentage totaal
DENK,55-64,onbekend,Overijssel,"0,04","6,97",0
FvD,55-64,onbekend,Overijssel,"0,03","9,03",0
GroenLinks,55-64,onbekend,Overijssel,"0,03","8,61",0
PvdA,55-64,onbekend,Overijssel,"0,06","43,1",0
PvdD,55-64,onbekend,Overijssel,"0,03","7,95",0
SGP,55-64,onbekend,Overijssel,"0,02","14,31",0
SP,55-64,onbekend,Overijssel,"0,08","8,1","0,01"
VVD,55-64,onbekend,Overijssel,"0,05","8,03",0
50Plus,65+,onbekend,Overijssel,"0,27","7,54","0,02"
CDA,65+,onbekend,Overijssel,"0,06","13,04","0,01"
ChristenUnie,65+,onbekend,Overijssel,"0,07","12,77","0,01"
D66,65+,onbekend,Overijssel,"0,07","7,12","0,01"
DENK,65+,onbekend,Overijssel,"0,04","6,97",0
FvD,65+,onbekend,Overijssel,"0,04","9,03",0
GroenLinks,65+,onbekend,Overijssel,"0,04","8,61","0,01"
PvdA,65+,onbekend,Overijssel,"0,05","43,1","0,01"
PvdD,65+,onbekend,Overijssel,"0,03","7,95",0
SGP,65+,onbekend,Overijssel,"0,01","14,31",0
SP,65+,onbekend,Overijssel,"0,08","8,1","0,01"
VVD,65+,onbekend,Overijssel,"0,05","8,03",0
50Plus,13-17,vrouw,Utrecht,0,"5,66",0
CDA,13-17,vrouw,Utrecht,0,"6,08",0
ChristenUnie,13-17,vrouw,Utrecht,0,"8,9",0
D66,13-17,vrouw,Utrecht,0,"7,62",0
DENK,13-17,vrouw,Utrecht,0,"38,19",0
FvD,13-17,vrouw,Utrecht,"0,01","4,86",0
GroenLinks,13-17,vrouw,Utrecht,0,"10,74",0
PvdA,13-17,vrouw,Utrecht,"0,09","30,89","0,04"
PvdD,13-17,vrouw,Utrecht,"1,01","7,39","0,07"
SGP,13-17,vrouw,Utrecht,0,"7,82",0
SP,13-17,vrouw,Utrecht,0,"4,91",0
VVD,13-17,vrouw,Utrecht,0,"7,66",0
50Plus,18-24,vrouw,Utrecht,0,"5,66",0
CDA,18-24,vrouw,Utrecht,"0,89","6,08","0,06"
ChristenUnie,18-24,vrouw,Utrecht,"3,11","8,9","0,3"
D66,18-24,vrouw,Utrecht,"13,58","7,62","1,09"
DENK,18-24,vrouw,Utrecht,"6,32","38,19","1,47"
FvD,18-24,vrouw,Utrecht,"2,21","4,86","0,11"
GroenLinks,18-24,vrouw,Utrecht,"21,77","10,74","2,41"
PvdA,18-24,vrouw,Utrecht,"17,59","30,89","3,96"
PvdD,18-24,vrouw,Utrecht,"21,32","7,39","1,75"
SGP,18-24,vrouw,Utrecht,"9,08","7,82","0,71"
SP,18-24,vrouw,Utrecht,"1,41","4,91","0,02"
VVD,18-24,vrouw,Utrecht,"5,6","7,66","0,47"
50Plus,25-34,vrouw,Utrecht,0,"5,66",0
CDA,25-34,vrouw,Utrecht,"6,09","6,08","0,31"
ChristenUnie,25-34,vrouw,Utrecht,"7,48","8,9","0,7"
D66,25-34,vrouw,Utrecht,"8,1","7,62","0,68"
DENK,25-34,vrouw,Utrecht,"5,59","38,19","2,51"
FvD,25-34,vrouw,Utrecht,"3,3","4,86","0,16"
GroenLinks,25-34,vrouw,Utrecht,"15,95","10,74","1,88"
PvdA,25-34,vrouw,Utrecht,"11,71","30,89","4,2"
PvdD,25-34,vrouw,Utrecht,"14,15","7,39","1,14"
SGP,25-34,vrouw,Utrecht,"9,39","7,82","0,74"
SP,25-34,vrouw,Utrecht,"2,11","4,91","0,07"
VVD,25-34,vrouw,Utrecht,"5,61","7,66","0,44"
50Plus,35-44,vrouw,Utrecht,0,"5,66",0
CDA,35-44,vrouw,Utrecht,"6,21","6,08","0,32"
ChristenUnie,35-44,vrouw,Utrecht,"10,65","8,9","0,99"
D66,35-44,vrouw,Utrecht,"5,61","7,62","0,45"
DENK,35-44,vrouw,Utrecht,"6,08","38,19","2,37"
FvD,35-44,vrouw,Utrecht,"3,71","4,86","0,17"
GroenLinks,35-44,vrouw,Utrecht,"5,88","10,74","0,62"
PvdA,35-44,vrouw,Utrecht,"7,68","30,89","2,98"
PvdD,35-44,vrouw,Utrecht,"6,88","7,39","0,56"
SGP,35-44,vrouw,Utrecht,"6,22","7,82","0,49"
SP,35-44,vrouw,Utrecht,"2,8","4,91","0,12"
VVD,35-44,vrouw,Utrecht,"4,86","7,66","0,37"
50Plus,45-54,vrouw,Utrecht,0,"5,66",0
CDA,45-54,vrouw,Utrecht,"7,4","6,08","0,4"
ChristenUnie,45-54,vrouw,Utrecht,"11,37","8,9","1,05"
D66,45-54,vrouw,Utrecht,"7,52","7,62","0,49"
DENK,45-54,vrouw,Utrecht,"4,66","38,19","2,4"
FvD,45-54,vrouw,Utrecht,"5,52","4,86","0,27"
GroenLinks,45-54,vrouw,Utrecht,"6,8","10,74","0,66"
PvdA,45-54,vrouw,Utrecht,"7,68","30,89","2,78"
PvdD,45-54,vrouw,Utrecht,"4,92","7,39","0,36"
SGP,45-54,vrouw,Utrecht,"5,77","7,82","0,45"
SP,45-54,vrouw,Utrecht,"5,26","4,91","0,26"
VVD,45-54,vrouw,Utrecht,"6,61","7,66","0,49"
50Plus,55-64,vrouw,Utrecht,"9,36","5,66","0,54"
CDA,55-64,vrouw,Utrecht,"7,91","6,08","0,45"
ChristenUnie,55-64,vrouw,Utrecht,"11,67","8,9","1,04"
D66,55-64,vrouw,Utrecht,"8,03","7,62","0,54"
DENK,55-64,vrouw,Utrecht,"5,54","38,19","2,77"
FvD,55-64,vrouw,Utrecht,"7,77","4,86","0,38"
GroenLinks,55-64,vrouw,Utrecht,"5,42","10,74","0,48"
PvdA,55-64,vrouw,Utrecht,"9,32","30,89","3,08"
PvdD,55-64,vrouw,Utrecht,"5,56","7,39","0,38"
SGP,55-64,vrouw,Utrecht,"5,08","7,82","0,4"
SP,55-64,vrouw,Utrecht,"11,75","4,91","0,58"
VVD,55-64,vrouw,Utrecht,"5,76","7,66","0,38"
50Plus,65+,vrouw,Utrecht,"46,14","5,66","2,51"
CDA,65+,vrouw,Utrecht,"10,99","6,08","0,74"
ChristenUnie,65+,vrouw,Utrecht,"18,94","8,9","1,54"
D66,65+,vrouw,Utrecht,"8,75","7,62","0,6"
DENK,65+,vrouw,Utrecht,"7,22","38,19","3,8"
FvD,65+,vrouw,Utrecht,"7,63","4,86","0,36"
GroenLinks,65+,vrouw,Utrecht,"6,42","10,74","0,54"
PvdA,65+,vrouw,Utrecht,"10,51","30,89","3,11"
PvdD,65+,vrouw,Utrecht,"6,31","7,39","0,41"
SGP,65+,vrouw,Utrecht,"6,32","7,82","0,49"
SP,65+,vrouw,Utrecht,"17,44","4,91","0,85"
VVD,65+,vrouw,Utrecht,"5,41","7,66","0,35"
50Plus,13-17,man,Utrecht,0,"5,66",0
CDA,13-17,man,Utrecht,0,"6,08",0
ChristenUnie,13-17,man,Utrecht,0,"8,9",0
D66,13-17,man,Utrecht,0,"7,62",0
DENK,13-17,man,Utrecht,0,"38,19",0
FvD,13-17,man,Utrecht,"0,08","4,86",0
GroenLinks,13-17,man,Utrecht,0,"10,74",0
PvdA,13-17,man,Utrecht,"0,04","30,89","0,02"
PvdD,13-17,man,Utrecht,"0,88","7,39","0,06"
SGP,13-17,man,Utrecht,0,"7,82",0
SP,13-17,man,Utrecht,0,"4,91",0
VVD,13-17,man,Utrecht,0,"7,66",0
50Plus,18-24,man,Utrecht,0,"5,66",0
CDA,18-24,man,Utrecht,"2,05","6,08","0,17"
ChristenUnie,18-24,man,Utrecht,"3,2","8,9","0,31"
D66,18-24,man,Utrecht,"9,72","7,62","0,8"
DENK,18-24,man,Utrecht,"15,15","38,19","2,86"
FvD,18-24,man,Utrecht,"8,35","4,86","0,42"
GroenLinks,18-24,man,Utrecht,"10,68","10,74","1,19"
PvdA,18-24,man,Utrecht,"6,34","30,89","1,57"
PvdD,18-24,man,Utrecht,"10,03","7,39","0,72"
SGP,18-24,man,Utrecht,"13,65","7,82","1,07"
SP,18-24,man,Utrecht,"2,84","4,91","0,1"
VVD,18-24,man,Utrecht,"12,14","7,66","1,02"
50Plus,25-34,man,Utrecht,0,"5,66",0
CDA,25-34,man,Utrecht,"8,66","6,08","0,46"
ChristenUnie,25-34,man,Utrecht,"6,42","8,9","0,62"
D66,25-34,man,Utrecht,"8,99","7,62","0,76"
DENK,25-34,man,Utrecht,"14,36","38,19","5,71"
FvD,25-34,man,Utrecht,"15,64","4,86","0,79"
GroenLinks,25-34,man,Utrecht,"10,85","10,74","1,31"
PvdA,25-34,man,Utrecht,"6,18","30,89","1,79"
PvdD,25-34,man,Utrecht,"9,42","7,39","0,67"
SGP,25-34,man,Utrecht,"17,04","7,82","1,33"
SP,25-34,man,Utrecht,"4,03","4,91","0,2"
VVD,25-34,man,Utrecht,"15,27","7,66","1,27"
50Plus,35-44,man,Utrecht,0,"5,66",0
CDA,35-44,man,Utrecht,"8,68","6,08","0,48"
ChristenUnie,35-44,man,Utrecht,"6,36","8,9","0,59"
D66,35-44,man,Utrecht,"5,85","7,62","0,51"
DENK,35-44,man,Utrecht,"13,91","38,19","4,38"
FvD,35-44,man,Utrecht,"11,83","4,86","0,57"
GroenLinks,35-44,man,Utrecht,"3,84","10,74","0,47"
PvdA,35-44,man,Utrecht,"4,01","30,89","1,49"
PvdD,35-44,man,Utrecht,"4,49","7,39","0,31"
SGP,35-44,man,Utrecht,"8,93","7,82","0,7"
SP,35-44,man,Utrecht,"4,81","4,91","0,25"
VVD,35-44,man,Utrecht,"10,82","7,66","0,84"
50Plus,45-54,man,Utrecht,0,"5,66",0
CDA,45-54,man,Utrecht,"10,58","6,08","0,6"
ChristenUnie,45-54,man,Utrecht,"6,44","8,9","0,58"
D66,45-54,man,Utrecht,"7,76","7,62","0,56"
DENK,45-54,man,Utrecht,"8,34","38,19","3,46"
FvD,45-54,man,Utrecht,"13,37","4,86","0,64"
GroenLinks,45-54,man,Utrecht,"3,73","10,74","0,39"
PvdA,45-54,man,Utrecht,"4,86","30,89","1,62"
PvdD,45-54,man,Utrecht,"4,72","7,39","0,31"
SGP,45-54,man,Utrecht,"7,64","7,82","0,59"
SP,45-54,man,Utrecht,"8,82","4,91","0,47"
VVD,45-54,man,Utrecht,"12,66","7,66","0,95"
50Plus,55-64,man,Utrecht,"9,27","5,66","0,55"
CDA,55-64,man,Utrecht,"12,1","6,08","0,76"
ChristenUnie,55-64,man,Utrecht,"6,03","8,9","0,52"
D66,55-64,man,Utrecht,"7,88","7,62","0,54"
DENK,55-64,man,Utrecht,"6,69","38,19","3,14"
FvD,55-64,man,Utrecht,"11,44","4,86","0,55"
GroenLinks,55-64,man,Utrecht,"3,88","10,74","0,36"
PvdA,55-64,man,Utrecht,"6,49","30,89","2,01"
PvdD,55-64,man,Utrecht,"5,33","7,39","0,34"
SGP,55-64,man,Utrecht,"5,51","7,82","0,43"
SP,55-64,man,Utrecht,"16,34","4,91","0,85"
VVD,55-64,man,Utrecht,"8,89","7,66","0,64"
50Plus,65+,man,Utrecht,"34,89","5,66","2,04"
CDA,65+,man,Utrecht,"18,14","6,08","1,31"
ChristenUnie,65+,man,Utrecht,"8,03","8,9","0,64"
D66,65+,man,Utrecht,"7,58","7,62","0,55"
DENK,65+,man,Utrecht,"5,74","38,19","3,03"
FvD,65+,man,Utrecht,"8,9","4,86","0,43"
GroenLinks,65+,man,Utrecht,"4,29","10,74","0,36"
PvdA,65+,man,Utrecht,"7,13","30,89","2,09"
PvdD,65+,man,Utrecht,"4,61","7,39","0,29"
SGP,65+,man,Utrecht,"5,23","7,82","0,41"
SP,65+,man,Utrecht,"22,12","4,91","1,13"
VVD,65+,man,Utrecht,"5,96","7,66","0,41"
50Plus,13-17,onbekend,Utrecht,0,"5,66",0
CDA,13-17,onbekend,Utrecht,0,"6,08",0
ChristenUnie,13-17,onbekend,Utrecht,0,"8,9",0
D66,13-17,onbekend,Utrecht,0,"7,62",0
DENK,13-17,onbekend,Utrecht,0,"38,19",0
FvD,13-17,onbekend,Utrecht,0,"4,86",0
GroenLinks,13-17,onbekend,Utrecht,0,"10,74",0
PvdA,13-17,onbekend,Utrecht,0,"30,89",0
PvdD,13-17,onbekend,Utrecht,"0,01","7,39",0
SGP,13-17,onbekend,Utrecht,0,"7,82",0
SP,13-17,onbekend,Utrecht,0,"4,91",0
VVD,13-17,onbekend,Utrecht,0,"7,66",0
50Plus,18-24,onbekend,Utrecht,0,"5,66",0
CDA,18-24,onbekend,Utrecht,0,"6,08",0
ChristenUnie,18-24,onbekend,Utrecht,"0,01","8,9",0
D66,18-24,onbekend,Utrecht,"0,07","7,62","0,01"
DENK,18-24,onbekend,Utrecht,"0,07","38,19","0,02"
FvD,18-24,onbekend,Utrecht,"0,01","4,86",0
GroenLinks,18-24,onbekend,Utrecht,"0,12","10,74","0,01"
PvdA,18-24,onbekend,Utrecht,"0,06","30,89","0,04"
PvdD,18-24,onbekend,Utrecht,"0,08","7,39","0,01"
SGP,18-24,onbekend,Utrecht,"0,01","7,82",0
SP,18-24,onbekend,Utrecht,"0,01","4,91",0
VVD,18-24,onbekend,Utrecht,"0,05","7,66",0
50Plus,25-34,onbekend,Utrecht,0,"5,66",0
CDA,25-34,onbekend,Utrecht,"0,04","6,08",0
ChristenUnie,25-34,onbekend,Utrecht,"0,01","8,9",0
D66,25-34,onbekend,Utrecht,"0,08","7,62","0,01"
DENK,25-34,onbekend,Utrecht,"0,08","38,19","0,05"
FvD,25-34,onbekend,Utrecht,"0,03","4,86",0
GroenLinks,25-34,onbekend,Utrecht,"0,15","10,74","0,02"
PvdA,25-34,onbekend,Utrecht,"0,04","30,89","0,02"
PvdD,25-34,onbekend,Utrecht,"0,09","7,39","0,01"
SGP,25-34,onbekend,Utrecht,"0,03","7,82",0
SP,25-34,onbekend,Utrecht,"0,02","4,91",0
VVD,25-34,onbekend,Utrecht,"0,06","7,66","0,01"
50Plus,35-44,onbekend,Utrecht,0,"5,66",0
CDA,35-44,onbekend,Utrecht,"0,08","6,08",0
ChristenUnie,35-44,onbekend,Utrecht,"0,08","8,9","0,01"
D66,35-44,onbekend,Utrecht,"0,07","7,62","0,01"
DENK,35-44,onbekend,Utrecht,"0,11","38,19","0,05"
FvD,35-44,onbekend,Utrecht,"0,07","4,86",0
GroenLinks,35-44,onbekend,Utrecht,"0,08","10,74","0,01"
PvdA,35-44,onbekend,Utrecht,"0,08","30,89","0,03"
PvdD,35-44,onbekend,Utrecht,"0,08","7,39","0,01"
SGP,35-44,onbekend,Utrecht,"0,06","7,82",0
SP,35-44,onbekend,Utrecht,"0,03","4,91",0
VVD,35-44,onbekend,Utrecht,"0,1","7,66","0,01"
50Plus,45-54,onbekend,Utrecht,0,"5,66",0
CDA,45-54,onbekend,Utrecht,"0,06","6,08",0
ChristenUnie,45-54,onbekend,Utrecht,"0,07","8,9","0,01"
D66,45-54,onbekend,Utrecht,"0,08","7,62","0,01"
DENK,45-54,onbekend,Utrecht,"0,08","38,19","0,07"
FvD,45-54,onbekend,Utrecht,"0,05","4,86",0
GroenLinks,45-54,onbekend,Utrecht,"0,06","10,74",0
PvdA,45-54,onbekend,Utrecht,"0,08","30,89","0,04"
PvdD,45-54,onbekend,Utrecht,"0,05","7,39",0
SGP,45-54,onbekend,Utrecht,"0,02","7,82",0
SP,45-54,onbekend,Utrecht,"0,04","4,91",0
VVD,45-54,onbekend,Utrecht,"0,09","7,66","0,01"
50Plus,55-64,onbekend,Utrecht,"0,07","5,66",0
CDA,55-64,onbekend,Utrecht,"0,05","6,08",0
ChristenUnie,55-64,onbekend,Utrecht,"0,05","8,9",0
D66,55-64,onbekend,Utrecht,"0,07","7,62","0,01"
DENK,55-64,onbekend,Utrecht,"0,04","38,19","0,04"
FvD,55-64,onbekend,Utrecht,"0,03","4,86",0
GroenLinks,55-64,onbekend,Utrecht,"0,03","10,74",0
PvdA,55-64,onbekend,Utrecht,"0,06","30,89","0,02"
PvdD,55-64,onbekend,Utrecht,"0,03","7,39",0
SGP,55-64,onbekend,Utrecht,"0,02","7,82",0
SP,55-64,onbekend,Utrecht,"0,08","4,91",0
VVD,55-64,onbekend,Utrecht,"0,05","7,66",0
50Plus,65+,onbekend,Utrecht,"0,27","5,66","0,01"
CDA,65+,onbekend,Utrecht,"0,06","6,08",0
ChristenUnie,65+,onbekend,Utrecht,"0,07","8,9","0,01"
D66,65+,onbekend,Utrecht,"0,07","7,62","0,01"
DENK,65+,onbekend,Utrecht,"0,04","38,19","0,04"
FvD,65+,onbekend,Utrecht,"0,04","4,86",0
GroenLinks,65+,onbekend,Utrecht,"0,04","10,74",0
PvdA,65+,onbekend,Utrecht,"0,05","30,89","0,02"
PvdD,65+,onbekend,Utrecht,"0,03","7,39",0
SGP,65+,onbekend,Utrecht,"0,01","7,82",0
SP,65+,onbekend,Utrecht,"0,08","4,91",0
VVD,65+,onbekend,Utrecht,"0,05","7,66",0
50Plus,13-17,vrouw,Zeeland,0,"2,8",0
CDA,13-17,vrouw,Zeeland,0,"3,17",0
ChristenUnie,13-17,vrouw,Zeeland,0,"3,19",0
D66,13-17,vrouw,Zeeland,0,"2,81",0
DENK,13-17,vrouw,Zeeland,0,"2,02",0
FvD,13-17,vrouw,Zeeland,"0,01","3,25",0
GroenLinks,13-17,vrouw,Zeeland,0,"1,78",0
PvdA,13-17,vrouw,Zeeland,"0,09","22,48","0,01"
PvdD,13-17,vrouw,Zeeland,"1,01","2,17","0,03"
SGP,13-17,vrouw,Zeeland,0,"6,62",0
SP,13-17,vrouw,Zeeland,0,"2,46",0
VVD,13-17,vrouw,Zeeland,0,"2,36",0
50Plus,18-24,vrouw,Zeeland,0,"2,8",0
CDA,18-24,vrouw,Zeeland,"0,89","3,17","0,03"
ChristenUnie,18-24,vrouw,Zeeland,"3,11","3,19","0,1"
D66,18-24,vrouw,Zeeland,"13,58","2,81","0,32"
DENK,18-24,vrouw,Zeeland,"6,32","2,02","0,3"
FvD,18-24,vrouw,Zeeland,"2,21","3,25","0,06"
GroenLinks,18-24,vrouw,Zeeland,"21,77","1,78","0,38"
PvdA,18-24,vrouw,Zeeland,"17,59","22,48","4,89"
PvdD,18-24,vrouw,Zeeland,"21,32","2,17","0,42"
SGP,18-24,vrouw,Zeeland,"9,08","6,62","0,6"
SP,18-24,vrouw,Zeeland,"1,41","2,46","0,01"
VVD,18-24,vrouw,Zeeland,"5,6","2,36","0,11"
50Plus,25-34,vrouw,Zeeland,0,"2,8",0
CDA,25-34,vrouw,Zeeland,"6,09","3,17","0,13"
ChristenUnie,25-34,vrouw,Zeeland,"7,48","3,19","0,26"
D66,25-34,vrouw,Zeeland,"8,1","2,81","0,18"
DENK,25-34,vrouw,Zeeland,"5,59","2,02","0,1"
FvD,25-34,vrouw,Zeeland,"3,3","3,25","0,09"
GroenLinks,25-34,vrouw,Zeeland,"15,95","1,78","0,26"
PvdA,25-34,vrouw,Zeeland,"11,71","22,48","2,01"
PvdD,25-34,vrouw,Zeeland,"14,15","2,17","0,29"
SGP,25-34,vrouw,Zeeland,"9,39","6,62","0,63"
SP,25-34,vrouw,Zeeland,"2,11","2,46","0,03"
VVD,25-34,vrouw,Zeeland,"5,61","2,36","0,12"
50Plus,35-44,vrouw,Zeeland,0,"2,8",0
CDA,35-44,vrouw,Zeeland,"6,21","3,17","0,15"
ChristenUnie,35-44,vrouw,Zeeland,"10,65","3,19","0,37"
D66,35-44,vrouw,Zeeland,"5,61","2,81","0,15"
DENK,35-44,vrouw,Zeeland,"6,08","2,02","0,07"
FvD,35-44,vrouw,Zeeland,"3,71","3,25","0,13"
GroenLinks,35-44,vrouw,Zeeland,"5,88","1,78","0,09"
PvdA,35-44,vrouw,Zeeland,"7,68","22,48","1,34"
PvdD,35-44,vrouw,Zeeland,"6,88","2,17","0,14"
SGP,35-44,vrouw,Zeeland,"6,22","6,62","0,41"
SP,35-44,vrouw,Zeeland,"2,8","2,46","0,06"
VVD,35-44,vrouw,Zeeland,"4,86","2,36","0,12"
50Plus,45-54,vrouw,Zeeland,0,"2,8",0
CDA,45-54,vrouw,Zeeland,"7,4","3,17","0,23"
ChristenUnie,45-54,vrouw,Zeeland,"11,37","3,19","0,38"
D66,45-54,vrouw,Zeeland,"7,52","2,81","0,29"
DENK,45-54,vrouw,Zeeland,"4,66","2,02","0,01"
FvD,45-54,vrouw,Zeeland,"5,52","3,25","0,19"
GroenLinks,45-54,vrouw,Zeeland,"6,8","1,78","0,12"
PvdA,45-54,vrouw,Zeeland,"7,68","22,48","1,61"
PvdD,45-54,vrouw,Zeeland,"4,92","2,17","0,1"
SGP,45-54,vrouw,Zeeland,"5,77","6,62","0,38"
SP,45-54,vrouw,Zeeland,"5,26","2,46","0,12"
VVD,45-54,vrouw,Zeeland,"6,61","2,36","0,16"
50Plus,55-64,vrouw,Zeeland,"9,36","2,8","0,28"
CDA,55-64,vrouw,Zeeland,"7,91","3,17","0,27"
ChristenUnie,55-64,vrouw,Zeeland,"11,67","3,19","0,38"
D66,55-64,vrouw,Zeeland,"8,03","2,81","0,25"
DENK,55-64,vrouw,Zeeland,"5,54","2,02",0
FvD,55-64,vrouw,Zeeland,"7,77","3,25","0,25"
GroenLinks,55-64,vrouw,Zeeland,"5,42","1,78","0,1"
PvdA,55-64,vrouw,Zeeland,"9,32","22,48","1,72"
PvdD,55-64,vrouw,Zeeland,"5,56","2,17","0,12"
SGP,55-64,vrouw,Zeeland,"5,08","6,62","0,33"
SP,55-64,vrouw,Zeeland,"11,75","2,46","0,31"
VVD,55-64,vrouw,Zeeland,"5,76","2,36","0,15"
50Plus,65+,vrouw,Zeeland,"46,14","2,8","1,28"
CDA,65+,vrouw,Zeeland,"10,99","3,17","0,4"
ChristenUnie,65+,vrouw,Zeeland,"18,94","3,19","0,57"
D66,65+,vrouw,Zeeland,"8,75","2,81","0,25"
DENK,65+,vrouw,Zeeland,"7,22","2,02",0
FvD,65+,vrouw,Zeeland,"7,63","3,25","0,24"
GroenLinks,65+,vrouw,Zeeland,"6,42","1,78","0,15"
PvdA,65+,vrouw,Zeeland,"10,51","22,48","2,22"
PvdD,65+,vrouw,Zeeland,"6,31","2,17","0,14"
SGP,65+,vrouw,Zeeland,"6,32","6,62","0,42"
SP,65+,vrouw,Zeeland,"17,44","2,46","0,47"
VVD,65+,vrouw,Zeeland,"5,41","2,36","0,13"
50Plus,13-17,man,Zeeland,0,"2,8",0
CDA,13-17,man,Zeeland,0,"3,17",0
ChristenUnie,13-17,man,Zeeland,0,"3,19",0
D66,13-17,man,Zeeland,0,"2,81",0
DENK,13-17,man,Zeeland,0,"2,02",0
FvD,13-17,man,Zeeland,"0,08","3,25",0
GroenLinks,13-17,man,Zeeland,0,"1,78",0
PvdA,13-17,man,Zeeland,"0,04","22,48",0
PvdD,13-17,man,Zeeland,"0,88","2,17","0,02"
SGP,13-17,man,Zeeland,0,"6,62",0
SP,13-17,man,Zeeland,0,"2,46",0
VVD,13-17,man,Zeeland,0,"2,36",0
50Plus,18-24,man,Zeeland,0,"2,8",0
CDA,18-24,man,Zeeland,"2,05","3,17","0,07"
ChristenUnie,18-24,man,Zeeland,"3,2","3,19","0,1"
D66,18-24,man,Zeeland,"9,72","2,81","0,22"
DENK,18-24,man,Zeeland,"15,15","2,02","0,82"
FvD,18-24,man,Zeeland,"8,35","3,25","0,27"
GroenLinks,18-24,man,Zeeland,"10,68","1,78","0,18"
PvdA,18-24,man,Zeeland,"6,34","22,48","1,79"
PvdD,18-24,man,Zeeland,"10,03","2,17","0,23"
SGP,18-24,man,Zeeland,"13,65","6,62","0,91"
SP,18-24,man,Zeeland,"2,84","2,46","0,04"
VVD,18-24,man,Zeeland,"12,14","2,36","0,25"
50Plus,25-34,man,Zeeland,0,"2,8",0
CDA,25-34,man,Zeeland,"8,66","3,17","0,21"
ChristenUnie,25-34,man,Zeeland,"6,42","3,19","0,2"
D66,25-34,man,Zeeland,"8,99","2,81","0,2"
DENK,25-34,man,Zeeland,"14,36","2,02","0,39"
FvD,25-34,man,Zeeland,"15,64","3,25","0,53"
GroenLinks,25-34,man,Zeeland,"10,85","1,78","0,17"
PvdA,25-34,man,Zeeland,"6,18","22,48","1,22"
PvdD,25-34,man,Zeeland,"9,42","2,17","0,21"
SGP,25-34,man,Zeeland,"17,04","6,62","1,13"
SP,25-34,man,Zeeland,"4,03","2,46","0,08"
VVD,25-34,man,Zeeland,"15,27","2,36","0,34"
50Plus,35-44,man,Zeeland,0,"2,8",0
CDA,35-44,man,Zeeland,"8,68","3,17","0,25"
ChristenUnie,35-44,man,Zeeland,"6,36","3,19","0,2"
D66,35-44,man,Zeeland,"5,85","2,81","0,18"
DENK,35-44,man,Zeeland,"13,91","2,02","0,29"
FvD,35-44,man,Zeeland,"11,83","3,25","0,38"
GroenLinks,35-44,man,Zeeland,"3,84","1,78","0,06"
PvdA,35-44,man,Zeeland,"4,01","22,48","0,96"
PvdD,35-44,man,Zeeland,"4,49","2,17","0,1"
SGP,35-44,man,Zeeland,"8,93","6,62","0,59"
SP,35-44,man,Zeeland,"4,81","2,46","0,12"
VVD,35-44,man,Zeeland,"10,82","2,36","0,27"
50Plus,45-54,man,Zeeland,0,"2,8",0
CDA,45-54,man,Zeeland,"10,58","3,17","0,35"
ChristenUnie,45-54,man,Zeeland,"6,44","3,19","0,2"
D66,45-54,man,Zeeland,"7,76","2,81","0,27"
DENK,45-54,man,Zeeland,"8,34","2,02","0,03"
FvD,45-54,man,Zeeland,"13,37","3,25","0,46"
GroenLinks,45-54,man,Zeeland,"3,73","1,78","0,07"
PvdA,45-54,man,Zeeland,"4,86","22,48","1,53"
PvdD,45-54,man,Zeeland,"4,72","2,17","0,11"
SGP,45-54,man,Zeeland,"7,64","6,62","0,5"
SP,45-54,man,Zeeland,"8,82","2,46","0,22"
VVD,45-54,man,Zeeland,"12,66","2,36","0,32"
50Plus,55-64,man,Zeeland,"9,27","2,8","0,26"
CDA,55-64,man,Zeeland,"12,1","3,17","0,42"
ChristenUnie,55-64,man,Zeeland,"6,03","3,19","0,18"
D66,55-64,man,Zeeland,"7,88","2,81","0,26"
DENK,55-64,man,Zeeland,"6,69","2,02",0
FvD,55-64,man,Zeeland,"11,44","3,25","0,37"
GroenLinks,55-64,man,Zeeland,"3,88","1,78","0,09"
PvdA,55-64,man,Zeeland,"6,49","22,48","1,5"
PvdD,55-64,man,Zeeland,"5,33","2,17","0,13"
SGP,55-64,man,Zeeland,"5,51","6,62","0,36"
SP,55-64,man,Zeeland,"16,34","2,46","0,4"
VVD,55-64,man,Zeeland,"8,89","2,36","0,23"
50Plus,65+,man,Zeeland,"34,89","2,8","0,97"
CDA,65+,man,Zeeland,"18,14","3,17","0,67"
ChristenUnie,65+,man,Zeeland,"8,03","3,19","0,24"
D66,65+,man,Zeeland,"7,58","2,81","0,24"
DENK,65+,man,Zeeland,"5,74","2,02",0
FvD,65+,man,Zeeland,"8,9","3,25","0,29"
GroenLinks,65+,man,Zeeland,"4,29","1,78","0,11"
PvdA,65+,man,Zeeland,"7,13","22,48","1,62"
PvdD,65+,man,Zeeland,"4,61","2,17","0,11"
SGP,65+,man,Zeeland,"5,23","6,62","0,34"
SP,65+,man,Zeeland,"22,12","2,46","0,61"
VVD,65+,man,Zeeland,"5,96","2,36","0,15"
50Plus,13-17,onbekend,Zeeland,0,"2,8",0
CDA,13-17,onbekend,Zeeland,0,"3,17",0
ChristenUnie,13-17,onbekend,Zeeland,0,"3,19",0
D66,13-17,onbekend,Zeeland,0,"2,81",0
DENK,13-17,onbekend,Zeeland,0,"2,02",0
FvD,13-17,onbekend,Zeeland,0,"3,25",0
GroenLinks,13-17,onbekend,Zeeland,0,"1,78",0
PvdA,13-17,onbekend,Zeeland,0,"22,48",0
